Gate,Scenario,Specification,N,Term,Metric,Estimate,CI_Low,CI_High,p_value,Formatted
Gate 2,Main sample,CSV dimensions,87,Verification,AME,0.0006206080113331354,-0.10204813940040107,0.10328935542306733,0.9905470994976805,"0.001 [-0.102, 0.103]"
Gate 2,Exclude dominant repository,CSV dimensions,81,Context,AME,0.14315696730846786,0.027952108768627262,0.2583618258483084,0.014869004393417058,"0.143* [0.028, 0.258]"
Gate 2,Exclude dominant repository,CSV dimensions,81,Specificity,AME,-0.01704308962443532,-0.14516067621334208,0.11107449696447144,0.7942985784742984,"-0.017 [-0.145, 0.111]"
Gate 2,Exclude dominant repository,CSV dimensions,81,Verification,AME,-0.006541803359554073,-0.11845764428070096,0.1053740375615928,0.9087878245617684,"-0.007 [-0.118, 0.105]"
Gate 2,Exclude extreme PR size,CSV dimensions,82,Context,AME,0.15705876102988967,0.04158082733795808,0.27253669472182124,0.0076817050744674206,"0.157** [0.042, 0.273]"
Gate 2,Exclude extreme PR size,CSV dimensions,82,Specificity,AME,-0.02746572674447942,-0.15154505662671605,0.09661360313775721,0.6643914755985441,"-0.027 [-0.152, 0.097]"
Gate 2,Exclude extreme PR size,CSV dimensions,82,Verification,AME,0.008779659265663752,-0.10378292684549581,0.12134224537682331,0.8784959628275116,"0.009 [-0.104, 0.121]"
Gate 2,Exclude dominant language,CSV dimensions,57,Context,AME,0.14523152209648751,-0.025924839296577372,0.31638788348955244,0.09628816515144137,"0.145 [-0.026, 0.316]"
Gate 2,Exclude dominant language,CSV dimensions,57,Specificity,AME,0.03613734163523784,-0.1448149717307382,0.21708965500121388,0.6954834006151944,"0.036 [-0.145, 0.217]"
Gate 2,Exclude dominant language,CSV dimensions,57,Verification,AME,-0.043327577212737424,-0.1807323864467208,0.09407723202124595,0.5365471340697212,"-0.043 [-0.181, 0.094]"
